# 01:time 02:total_time 03:iteration 04:total_iteration 05:X 06:Y 007:Z
 0.0000000000000000E+000 0.0000000000000000E+000       0      0   1.9999999999999998E-002 0.0000000000000000E+000  1.0000000000000000E+000
  1.7938510864529466E-002  1.7938510864529466E-002      10     10   1.9999999999999998E-002 0.0000000000000000E+000  9.9999952390829189E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   1.9999999999999998E-002 0.0000000000000000E+000  9.9999952336044177E-001
  7.5376347378310910E-002  7.5376347378310910E-002      30     30   1.9999999999999998E-002 0.0000000000000000E+000  9.9999833636443664E-001
  1.0258117864846492E-001  1.0258117864846492E-001      40     40   1.9999999999999998E-002 0.0000000000000000E+000  1.0001682291833811E+000
  1.2960307767380041E-001  1.2960307767380041E-001      50     50   1.9999999999999998E-002 0.0000000000000000E+000  9.9974610492741948E-001
  1.5749992707448690E-001  1.5749992707448690E-001      60     60   1.9999999999999998E-002 0.0000000000000000E+000  9.9509789326822843E-001
  1.8634864772322830E-001  1.8634864772322830E-001      70     70   1.9999999999999998E-002 0.0000000000000000E+000  9.8292616060532633E-001
  2.1599439733745131E-001  2.1599439733745131E-001      80     80   1.9999999999999998E-002 0.0000000000000000E+000  9.6420224367902882E-001
  2.4582443465822607E-001  2.4582443465822607E-001      90     90   1.9999999999999998E-002 0.0000000000000000E+000  9.4267905797655551E-001
  2.7583405656174031E-001  2.7583405656174031E-001     100    100   1.9999999999999998E-002 0.0000000000000000E+000  9.2079340993359721E-001
  3.0603291407226986E-001  3.0603291407226986E-001     110    110   1.9999999999999998E-002 0.0000000000000000E+000  9.0000066278870782E-001
  3.3642268819009069E-001  3.3642268819009069E-001     120    120   1.9999999999999998E-002 0.0000000000000000E+000  8.8122111574940547E-001
  3.6699825285376026E-001  3.6699825285376026E-001     130    130   1.9999999999999998E-002 0.0000000000000000E+000  8.6488629822519023E-001
  3.9769102381425200E-001  3.9769102381425200E-001     140    140   1.9999999999999998E-002 0.0000000000000000E+000  8.5105506489917388E-001
  4.2847023746856489E-001  4.2847023746856489E-001     150    150   1.9999999999999998E-002 0.0000000000000000E+000  8.3951947337493351E-001
  4.5933511780304590E-001  4.5933511780304590E-001     160    160   1.9999999999999998E-002 0.0000000000000000E+000  8.2996535037237890E-001
  4.9028368698366602E-001  4.9028368698366602E-001     170    170   1.9999999999999998E-002 0.0000000000000000E+000  8.2206846772964965E-001
  5.2131300323688076E-001  5.2131300323688076E-001     180    180   1.9999999999999998E-002 0.0000000000000000E+000  8.1552784257921295E-001
  5.5241931963130195E-001  5.5241931963130195E-001     190    190   1.9999999999999998E-002 0.0000000000000000E+000  8.1008061930362789E-001
  5.8359815749409058E-001  5.8359815749409058E-001     200    200   1.9999999999999998E-002 0.0000000000000000E+000  8.0550901622423225E-001
  6.1484422678117809E-001  6.1484422678117809E-001     210    210   1.9999999999999998E-002 0.0000000000000000E+000  8.0163997355462406E-001
  6.4615092377297624E-001  6.4615092377297624E-001     220    220   1.9999999999999998E-002 0.0000000000000000E+000  7.9833914333402669E-001
  6.7750979095475818E-001  6.7750979095475818E-001     230    230   1.9999999999999998E-002 0.0000000000000000E+000  7.9550251818994883E-001
  7.0891161338693544E-001  7.0891161338693544E-001     240    240   1.9999999999999998E-002 0.0000000000000000E+000  7.9304843707840539E-001
  7.4034952915799543E-001  7.4034952915799543E-001     250    250   1.9999999999999998E-002 0.0000000000000000E+000  7.9091122413055003E-001
  7.7182080390241250E-001  7.7182080390241250E-001     260    260   1.9999999999999998E-002 0.0000000000000000E+000  7.8903690741833756E-001
  8.0332480168193391E-001  8.0332480168193391E-001     270    270   1.9999999999999998E-002 0.0000000000000000E+000  7.8738054267898016E-001
  8.3486022318965815E-001  8.3486022318965815E-001     280    280   1.9999999999999998E-002 0.0000000000000000E+000  7.8590437013155440E-001
  8.6642502215709438E-001  8.6642502215709438E-001     290    290   1.9999999999999998E-002 0.0000000000000000E+000  7.8457636638146617E-001
  8.9801751542614507E-001  8.9801751542614507E-001     300    300   1.9999999999999998E-002 0.0000000000000000E+000  7.8336914332118601E-001
  9.2963641990341798E-001  9.2963641990341798E-001     310    310   1.9999999999999998E-002 0.0000000000000000E+000  7.8225910755662280E-001
  9.6128044439847375E-001  9.6128044439847375E-001     320    320   1.9999999999999998E-002 0.0000000000000000E+000  7.8122578189949587E-001
  9.9294834175721788E-001  9.9294834175721788E-001     330    330   1.9999999999999998E-002 0.0000000000000000E+000  7.8025130872349759E-001
  1.0246390002544900E+000  1.0246390002544900E+000     340    340   1.9999999999999998E-002 0.0000000000000000E+000  7.7932010952554815E-001
  1.0563513191119755E+000  1.0563513191119755E+000     350    350   1.9999999999999998E-002 0.0000000000000000E+000  7.7841867476028916E-001
  1.0880841365626616E+000  1.0880841365626616E+000     360    360   1.9999999999999998E-002 0.0000000000000000E+000  7.7753553443027900E-001
  1.1198362559333920E+000  1.1198362559333920E+000     370    370   1.9999999999999998E-002 0.0000000000000000E+000  7.7666119060439431E-001
  1.1516064505913583E+000  1.1516064505913583E+000     380    380   1.9999999999999998E-002 0.0000000000000000E+000  7.7578807132984151E-001
  1.1833934694661887E+000  1.1833934694661887E+000     390    390   1.9999999999999998E-002 0.0000000000000000E+000  7.7491033208667481E-001
  1.2151960883614543E+000  1.2151960883614543E+000     400    400   1.9999999999999998E-002 0.0000000000000000E+000  7.7402359285113124E-001
  1.2470131760826095E+000  1.2470131760826095E+000     410    410   1.9999999999999998E-002 0.0000000000000000E+000  7.7312461601498476E-001
  1.2788437450123186E+000  1.2788437450123186E+000     420    420   1.9999999999999998E-002 0.0000000000000000E+000  7.7221102391079723E-001
  1.3106869875861439E+000  1.3106869875861439E+000     430    430   1.9999999999999998E-002 0.0000000000000000E+000  7.7128117312291752E-001
  1.3425423019333566E+000  1.3425423019333566E+000     440    440   1.9999999999999998E-002 0.0000000000000000E+000  7.7033417839952145E-001
  1.3744092995964323E+000  1.3744092995964323E+000     450    450   1.9999999999999998E-002 0.0000000000000000E+000  7.6937002793612840E-001
  1.4062877868575165E+000  1.4062877868575165E+000     460    460   1.9999999999999998E-002 0.0000000000000000E+000  7.6838961308744764E-001
  1.4381777165625637E+000  1.4381777165625637E+000     470    470   1.9999999999999998E-002 0.0000000000000000E+000  7.6739452928871623E-001
  1.4700791159309051E+000  1.4700791159309051E+000     480    480   1.9999999999999998E-002 0.0000000000000000E+000  7.6638675421533903E-001
  1.5019919994113408E+000  1.5019919994113408E+000     490    490   1.9999999999999998E-002 0.0000000000000000E+000  7.6536828006868056E-001
  1.5339162794352878E+000  1.5339162794352878E+000     500    500   1.9999999999999998E-002 0.0000000000000000E+000  7.6434102437292681E-001
  1.5658516878701576E+000  1.5658516878701576E+000     510    510   1.9999999999999998E-002 0.0000000000000000E+000  7.6330709601822839E-001
  1.5977977207034930E+000  1.5977977207034930E+000     520    520   1.9999999999999998E-002 0.0000000000000000E+000  7.6226932293734055E-001
  1.6297536176023399E+000  1.6297536176023399E+000     530    530   1.9999999999999998E-002 0.0000000000000000E+000  7.6123167711786310E-001
  1.6617183853056332E+000  1.6617183853056332E+000     540    540   1.9999999999999998E-002 0.0000000000000000E+000  7.6019917161024972E-001
  1.6936908666824450E+000  1.6936908666824450E+000     550    550   1.9999999999999998E-002 0.0000000000000000E+000  7.5917699944031795E-001
  1.7256698493442930E+000  1.7256698493442930E+000     560    560   1.9999999999999998E-002 0.0000000000000000E+000  7.5816915652682386E-001
  1.7576541998158616E+000  1.7576541998158616E+000     570    570   1.9999999999999998E-002 0.0000000000000000E+000  7.5717718951081112E-001
  1.7896430040793720E+000  1.7896430040793720E+000     580    580   1.9999999999999998E-002 0.0000000000000000E+000  7.5619982606421354E-001
  1.8216356929703447E+000  1.8216356929703447E+000     590    590   1.9999999999999998E-002 0.0000000000000000E+000  7.5523396921258125E-001
  1.8536321303592071E+000  1.8536321303592071E+000     600    600   1.9999999999999998E-002 0.0000000000000000E+000  7.5427659844675831E-001
  1.8856326448198348E+000  1.8856326448198348E+000     610    610   1.9999999999999998E-002 0.0000000000000000E+000  7.5332670819095461E-001
  1.9176379916583488E+000  1.9176379916583488E+000     620    620   1.9999999999999998E-002 0.0000000000000000E+000  7.5238599728505946E-001
  1.9496492414941082E+000  1.9496492414941082E+000     630    630   1.9999999999999998E-002 0.0000000000000000E+000  7.5145767029821914E-001
  1.9816676047293462E+000  1.9816676047293462E+000     640    640   1.9999999999999998E-002 0.0000000000000000E+000  7.5054383100466184E-001
  2.0136942129793165E+000  2.0136942129793165E+000     650    650   1.9999999999999998E-002 0.0000000000000000E+000  7.4964302492955230E-001
  2.0457298874213130E+000  2.0457298874213130E+000     660    660   1.9999999999999998E-002 0.0000000000000000E+000  7.4874986957116185E-001
  2.0777749282091355E+000  2.0777749282091355E+000     670    670   1.9999999999999998E-002 0.0000000000000000E+000  7.4785778636879873E-001
  2.1098289597710402E+000  2.1098289597710402E+000     680    680   1.9999999999999998E-002 0.0000000000000000E+000  7.4696394356274700E-001
  2.1418908630793080E+000  2.1418908630793080E+000     690    690   1.9999999999999998E-002 0.0000000000000000E+000  7.4607378771720220E-001
  2.1739588184222502E+000  2.1739588184222502E+000     700    700   1.9999999999999998E-002 0.0000000000000000E+000  7.4520169586264861E-001
  2.2060304681974396E+000  2.2060304681974396E+000     710    710   1.9999999999999998E-002 0.0000000000000000E+000  7.4436602417691570E-001
  2.2381031913996789E+000  2.2381031913996789E+000     720    720   1.9999999999999998E-002 0.0000000000000000E+000  7.4357989239344259E-001
  2.2701744600311943E+000  2.2701744600311943E+000     730    730   1.9999999999999998E-002 0.0000000000000000E+000  7.4284231592525360E-001
  2.3022422289133701E+000  2.3022422289133701E+000     740    740   1.9999999999999998E-002 0.0000000000000000E+000  7.4213541679140142E-001
  2.3343052996781468E+000  2.3343052996781468E+000     750    750   1.9999999999999998E-002 0.0000000000000000E+000  7.4143092241650974E-001
  2.3663635945808381E+000  2.3663635945808381E+000     760    760   1.9999999999999998E-002 0.0000000000000000E+000  7.4070437018321468E-001
  2.3984182848783581E+000  2.3984182848783581E+000     770    770   1.9999999999999998E-002 0.0000000000000000E+000  7.3994996836780080E-001
  2.4304717355660643E+000  2.4304717355660643E+000     780    780   1.9999999999999998E-002 0.0000000000000000E+000  7.3918660669067746E-001
  2.4625272524003736E+000  2.4625272524003736E+000     790    790   1.9999999999999998E-002 0.0000000000000000E+000  7.3844861189285229E-001
  2.4945886463555795E+000  2.4945886463555795E+000     800    800   1.9999999999999998E-002 0.0000000000000000E+000  7.3776350841233275E-001
  2.5266596577429369E+000  2.5266596577429369E+000     810    810   1.9999999999999998E-002 0.0000000000000000E+000  7.3712833658299956E-001
  2.5587433078158081E+000  2.5587433078158081E+000     820    820   1.9999999999999998E-002 0.0000000000000000E+000  7.3650013217861349E-001
  2.5908412660772852E+000  2.5908412660772852E+000     830    830   1.9999999999999998E-002 0.0000000000000000E+000  7.3581142956905161E-001
  2.6229533327214231E+000  2.6229533327214231E+000     840    840   1.9999999999999998E-002 0.0000000000000000E+000  7.3500896665346786E-001
  2.6550771363602425E+000  2.6550771363602425E+000     850    850   1.9999999999999998E-002 0.0000000000000000E+000  7.3409737146969362E-001
  2.6872081326570529E+000  2.6872081326570529E+000     860    860   1.9999999999999998E-002 0.0000000000000000E+000  7.3315838446590175E-001
  2.7193399562221856E+000  2.7193399562221856E+000     870    870   1.9999999999999998E-002 0.0000000000000000E+000  7.3232304455998136E-001
  2.7514651263664506E+000  2.7514651263664506E+000     880    880   1.9999999999999998E-002 0.0000000000000000E+000  7.3170228312825269E-001
  2.7835760431976463E+000  2.7835760431976463E+000     890    890   1.9999999999999998E-002 0.0000000000000000E+000  7.3131187954866767E-001
  2.8156661455863476E+000  2.8156661455863476E+000     900    900   1.9999999999999998E-002 0.0000000000000000E+000  7.3103719861896738E-001
  2.8477310531489843E+000  2.8477310531489843E+000     910    910   1.9999999999999998E-002 0.0000000000000000E+000  7.3066819120618440E-001
  2.8797694935020711E+000  2.8797694935020711E+000     920    920   1.9999999999999998E-002 0.0000000000000000E+000  7.3000525041929531E-001
  2.9117838320840530E+000  2.9117838320840530E+000     930    930   1.9999999999999998E-002 0.0000000000000000E+000  7.2899370864581864E-001
  2.9437800715439328E+000  2.9437800715439328E+000     940    940   1.9999999999999998E-002 0.0000000000000000E+000  7.2779968280083773E-001
  2.9757672603692100E+000  2.9757672603692100E+000     950    950   1.9999999999999998E-002 0.0000000000000000E+000  7.2674527304417253E-001
  3.0077563308100772E+000  3.0077563308100772E+000     960    960   1.9999999999999998E-002 0.0000000000000000E+000  7.2611466535690762E-001
  3.0397584629986380E+000  3.0397584629986380E+000     970    970   1.9999999999999998E-002 0.0000000000000000E+000  7.2594489983546672E-001
  3.0717831381049376E+000  3.0717831381049376E+000     980    980   1.9999999999999998E-002 0.0000000000000000E+000  7.2592505027127742E-001
  3.1038361072814355E+000  3.1038361072814355E+000     990    990   1.9999999999999998E-002 0.0000000000000000E+000  7.2548384503084690E-001
  3.1359175713902627E+000  3.1359175713902627E+000    1000   1000   1.9999999999999998E-002 0.0000000000000000E+000  7.2410753492634238E-001
  3.1680209328017689E+000  3.1680209328017689E+000    1010   1010   1.9999999999999998E-002 0.0000000000000000E+000  7.2179166330631394E-001
  3.2001325125401804E+000  3.2001325125401804E+000    1020   1020   1.9999999999999998E-002 0.0000000000000000E+000  7.1924150107039288E-001
  3.2322325640972104E+000  3.2322325640972104E+000    1030   1030   1.9999999999999998E-002 0.0000000000000000E+000  7.1748162803661097E-001
  3.2642977188099218E+000  3.2642977188099218E+000    1040   1040   1.9999999999999998E-002 0.0000000000000000E+000  7.1717356272972976E-001
  3.2963046687533834E+000  3.2963046687533834E+000    1050   1050   1.9999999999999998E-002 0.0000000000000000E+000  7.1817448896241060E-001
  3.3282345128186046E+000  3.3282345128186046E+000    1060   1060   1.9999999999999998E-002 0.0000000000000000E+000  7.1945352580550352E-001
  3.3600769026865644E+000  3.3600769026865644E+000    1070   1070   1.9999999999999998E-002 0.0000000000000000E+000  7.1942989933720147E-001
  3.3918330365027973E+000  3.3918330365027973E+000    1080   1080   1.9999999999999998E-002 0.0000000000000000E+000  7.1703010208544473E-001
  3.4235167216516662E+000  3.4235167216516662E+000    1090   1090   1.9999999999999998E-002 0.0000000000000000E+000  7.1302836362669905E-001
  3.4551531287546830E+000  3.4551531287546830E+000    1100   1100   1.9999999999999998E-002 0.0000000000000000E+000  7.0970123065755412E-001
  3.4867753121515834E+000  3.4867753121515834E+000    1110   1110   1.9999999999999998E-002 0.0000000000000000E+000  7.0877785692558585E-001
  3.5184189141902320E+000  3.5184189141902320E+000    1120   1120   1.9999999999999998E-002 0.0000000000000000E+000  7.1045346221481553E-001
  3.5501156664200537E+000  3.5501156664200537E+000    1130   1130   1.9999999999999998E-002 0.0000000000000000E+000  7.1334944626986231E-001
  3.5818864538270815E+000  3.5818864538270815E+000    1140   1140   1.9999999999999998E-002 0.0000000000000000E+000  7.1440686900571837E-001
  3.6137349958136093E+000  3.6137349958136093E+000    1150   1150   1.9999999999999998E-002 0.0000000000000000E+000  7.1078487363303626E-001
  3.6456436844966217E+000  3.6456436844966217E+000    1160   1160   1.9999999999999998E-002 0.0000000000000000E+000  7.0468436630970066E-001
  3.6775735161908449E+000  3.6775735161908449E+000    1170   1170   1.9999999999999998E-002 0.0000000000000000E+000  7.0139931253179534E-001
  3.7094696840740897E+000  3.7094696840740897E+000    1180   1180   1.9999999999999998E-002 0.0000000000000000E+000  7.0180220477678521E-001
  3.7412727725445980E+000  3.7412727725445980E+000    1190   1190   1.9999999999999998E-002 0.0000000000000000E+000  7.0521611718910506E-001
  3.7729330520782626E+000  3.7729330520782626E+000    1200   1200   1.9999999999999998E-002 0.0000000000000000E+000  7.1071702682880966E-001
  3.8044236007326288E+000  3.8044236007326288E+000    1210   1210   1.9999999999999998E-002 0.0000000000000000E+000  7.1356239313771716E-001
  3.8357481440598860E+000  3.8357481440598860E+000    1220   1220   1.9999999999999998E-002 0.0000000000000000E+000  7.0908871862793549E-001
  3.8669415262847337E+000  3.8669415262847337E+000    1230   1230   1.9999999999999998E-002 0.0000000000000000E+000  7.0465772228747045E-001
  3.8980632734660902E+000  3.8980632734660902E+000    1240   1240   1.9999999999999998E-002 0.0000000000000000E+000  7.0715720786357643E-001
  3.9291864589528504E+000  3.9291864589528504E+000    1250   1250   1.9999999999999998E-002 0.0000000000000000E+000  7.1017080689848279E-001
  3.9603843707210035E+000  3.9603843707210035E+000    1260   1260   1.9999999999999998E-002 0.0000000000000000E+000  7.1405902308158957E-001
  3.9917166319919857E+000  3.9917166319919857E+000    1270   1270   1.9999999999999998E-002 0.0000000000000000E+000  7.2028519405069708E-001
  4.0231590776486010E+000  4.0231590776486010E+000    1280   1280   1.9999999999999998E-002 0.0000000000000000E+000  7.2003718870551081E-001
  4.0544187532286439E+000  4.0544187532286439E+000    1290   1290   1.9999999999999998E-002 0.0000000000000000E+000  7.1237192490495822E-001
  4.0855541423337555E+000  4.0855541423337555E+000    1300   1300   1.9999999999999998E-002 0.0000000000000000E+000  7.1953578988535804E-001
  4.1167026211461008E+000  4.1167026211461008E+000    1310   1310   1.9999999999999998E-002 0.0000000000000000E+000  7.2685094638529808E-001
  4.1479979253384993E+000  4.1479979253384993E+000    1320   1320   1.9999999999999998E-002 0.0000000000000000E+000  7.2269193302216381E-001
  4.1794861984312943E+000  4.1794861984312943E+000    1330   1330   1.9999999999999998E-002 0.0000000000000000E+000  7.2557720591451424E-001
  4.2108097097566545E+000  4.2108097097566545E+000    1340   1340   1.9999999999999998E-002 0.0000000000000000E+000  7.3509625796767297E-001
  4.2418957412098956E+000  4.2418957412098956E+000    1350   1350   1.9999999999999998E-002 0.0000000000000000E+000  7.3117860823489690E-001
  4.2727880268353084E+000  4.2727880268353084E+000    1360   1360   1.9999999999999998E-002 0.0000000000000000E+000  7.2972821399166454E-001
  4.3035694070959511E+000  4.3035694070959511E+000    1370   1370   1.9999999999999998E-002 0.0000000000000000E+000  7.4869803706703628E-001
  4.3343435740358255E+000  4.3343435740358255E+000    1380   1380   1.9999999999999998E-002 0.0000000000000000E+000  7.4431325215183941E-001
  4.3652158110681220E+000  4.3652158110681220E+000    1390   1390   1.9999999999999998E-002 0.0000000000000000E+000  7.3397891685234046E-001
  4.3962745031994536E+000  4.3962745031994536E+000    1400   1400   1.9999999999999998E-002 0.0000000000000000E+000  7.4299723549268135E-001
  4.4273661244808586E+000  4.4273661244808586E+000    1410   1410   1.9999999999999998E-002 0.0000000000000000E+000  7.5149816650411649E-001
  4.4581568236971511E+000  4.4581568236971511E+000    1420   1420   1.9999999999999998E-002 0.0000000000000000E+000  7.4151616640479272E-001
