# 01:time 02:total_time 03:iteration 04:total_iteration 05:X 06:Y 07:curv_abs 008:Z
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -0.9999999999999998E-002 0.0000000000000000E+000  9.9999990959417459E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -9.7979797979797957E-003  2.0202020202020150E-004  9.9999990863090122E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -9.5959595959595933E-003  4.0404040404040477E-004  9.9999990718303699E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -9.3939393939393909E-003  6.0606060606060623E-004  9.9999990519618151E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -9.1919191919191902E-003  8.0808080808080777E-004  9.9999990256706752E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -8.9898989898989878E-003  1.0101010101010094E-003  9.9999989913681393E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -8.7878787878787871E-003  1.2121212121212110E-003  9.9999989511747457E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -8.5858585858585829E-003  1.4141414141414141E-003  9.9999989257768255E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -8.3838383838383823E-003  1.6161616161616157E-003  9.9999989070728325E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -8.1818181818181798E-003  1.8181818181818172E-003  9.9999988941372528E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -7.9797979797979774E-003  2.0202020202020207E-003  9.9999988863066082E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -7.7777777777777759E-003  2.2222222222222223E-003  9.9999988825912637E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -7.5757575757575743E-003  2.4242424242424238E-003  9.9999988802812893E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -7.3737373737373728E-003  2.6262626262626254E-003  9.9999988297247259E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -7.1717171717171694E-003  2.8282828282828283E-003  9.9999988169406979E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -6.9696969696969679E-003  3.0303030303030298E-003  9.9999988397894306E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -6.7676767676767664E-003  3.2323232323232313E-003  9.9999988272023454E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -6.5656565656565639E-003  3.4343434343434338E-003  9.9999988154987953E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -6.3636363636363624E-003  3.6363636363636353E-003  9.9999988065014253E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -6.1616161616161599E-003  3.8383838383838376E-003  9.9999987539464765E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -5.9595959595959584E-003  4.0404040404040397E-003  9.9999987492625219E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -5.7575757575757569E-003  4.2424242424242413E-003  9.9999987413138811E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -5.5555555555555544E-003  4.4444444444444437E-003  9.9999987285902420E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -5.3535353535353520E-003  4.6464646464646461E-003  9.9999987104492760E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -5.1515151515151504E-003  4.8484848484848477E-003  9.9999986872925425E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -4.9494949494949480E-003  5.0505050505050501E-003  9.9999986712058799E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -4.7474747474747465E-003  5.2525252525252517E-003  9.9999986831098297E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -4.5454545454545440E-003  5.4545454545454541E-003  9.9999986303216950E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -4.3434343434343416E-003  5.6565656565656565E-003  9.9999986263949871E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -4.1414141414141409E-003  5.8585858585858572E-003  9.9999986267879688E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -3.9393939393939385E-003  6.0606060606060596E-003  9.9999986308215103E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -3.7373737373737370E-003  6.2626262626262603E-003  9.9999986204223123E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -3.5353535353535345E-003  6.4646464646464627E-003  9.9999986123970128E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -3.3333333333333321E-003  6.6666666666666651E-003  9.9999986523025103E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -3.1313131313131301E-003  6.8686868686868676E-003  9.9999986499975008E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -2.9292929292929287E-003  7.0707070707070691E-003  9.9999986482310525E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -2.7272727272727270E-003  7.2727272727272707E-003  9.9999986469053929E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -2.5252525252525255E-003  7.4747474747474722E-003  9.9999986457835277E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -2.3232323232323230E-003  7.6767676767676746E-003  9.9999986298354297E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -2.1212121212121206E-003  7.8787878787878771E-003  9.9999986267589608E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -1.9191919191919188E-003  8.0808080808080795E-003  9.9999986228643464E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -1.7171717171717157E-003  8.2828282828282819E-003  9.9999986182789193E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -1.5151515151515157E-003  8.4848484848484826E-003  9.9999986437714554E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -1.3131313131313127E-003  8.6868686868686850E-003  9.9999986360914121E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -1.1111111111111111E-003  8.8888888888888875E-003  9.9999986122625124E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -9.0909090909090934E-004  9.0909090909090881E-003  9.9999986121219901E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -7.0707070707070620E-004  9.2929292929292923E-003  9.9999986097154458E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -5.0505050505050466E-004  9.4949494949494930E-003  9.9999986039653325E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -3.0303030303030311E-004  9.6969696969696954E-003  9.9999985944891367E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002 -1.0101010101010161E-004  9.8989898989898961E-003  9.9999985806187297E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002  1.0101010101010161E-004  1.0101010101010099E-002  9.9999985772641952E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002  3.0303030303030311E-004  1.0303030303030302E-002  9.9999985856527136E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002  5.0505050505050466E-004  1.0505050505050503E-002  9.9999985907917157E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002  7.0707070707070789E-004  1.0707070707070707E-002  9.9999985929422052E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002  9.0909090909090934E-004  1.0909090909090908E-002  9.9999985922264187E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002  1.1111111111111111E-003  1.1111111111111109E-002  9.9999985897526020E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002  1.3131313131313142E-003  1.1313131313131312E-002  9.9999986079230005E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002  1.5151515151515157E-003  1.1515151515151513E-002  9.9999986160290532E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002  1.7171717171717157E-003  1.1717171717171714E-002  9.9999985942553166E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002  1.9191919191919172E-003  1.1919191919191916E-002  9.9999986003602323E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002  2.1212121212121206E-003  1.2121212121212119E-002  9.9999986054173195E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002  2.3232323232323222E-003  1.2323232323232320E-002  9.9999986093420112E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002  2.5252525252525237E-003  1.2525252525252521E-002  9.9999986295915341E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002  2.7272727272727270E-003  1.2727272727272724E-002  9.9999986309833026E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002  2.9292929292929287E-003  1.2929292929292928E-002  9.9999986326240168E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002  3.1313131313131314E-003  1.3131313131313131E-002  9.9999986346024378E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002  3.3333333333333330E-003  1.3333333333333332E-002  9.9999986370201927E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002  3.5353535353535345E-003  1.3535353535353533E-002  9.9999985988326525E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002  3.7373737373737379E-003  1.3737373737373737E-002  9.9999986076539819E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002  3.9393939393939394E-003  1.3939393939393938E-002  9.9999986177460282E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002  4.1414141414141409E-003  1.4141414141414139E-002  9.9999986131674418E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002  4.3434343434343407E-003  1.4343434343434340E-002  9.9999986103781868E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002  4.5454545454545440E-003  1.4545454545454543E-002  9.9999986108779808E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002  4.7474747474747456E-003  1.4747474747474744E-002  9.9999986145435730E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002  4.9494949494949471E-003  1.4949494949494946E-002  9.9999986447830053E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002  5.1515151515151504E-003  1.5151515151515148E-002  9.9999986546675021E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002  5.3535353535353520E-003  1.5353535353535350E-002  9.9999986639060587E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002  5.5555555555555535E-003  1.5555555555555553E-002  9.9999986796309130E-001
  4.6540436169914354E-002  4.6540436169914354E-002      20     20   5.0000000000000000E-002  5.7575757575757569E-003  1.5757575757575756E-002  9.9999986909327205E-001
